vendor_id,vendor_name,location,rating,lead_time_days
642,Vendor_642,Pune,4.32,7
643,Vendor_643,Bangalore,4.78,14
644,Vendor_644,Delhi,4.69,11
645,Vendor_645,Chennai,3.68,6
646,Vendor_646,Delhi,3.86,10
647,Vendor_647,Mumbai,4.04,12
648,Vendor_648,Kolkata,4.2,11
649,Vendor_649,Delhi,4.42,4
650,Vendor_650,Pune,3.96,14
651,Vendor_651,Ahmedabad,4.29,15
652,Vendor_652,Hyderabad,4.74,4
653,Vendor_653,Delhi,4.96,13
654,Vendor_654,Pune,4.17,13
655,Vendor_655,Surat,4.02,15
656,Vendor_656,Surat,4.46,5
657,Vendor_657,Delhi,4.15,3
658,Vendor_658,Pune,4.28,7
659,Vendor_659,Delhi,3.74,14
660,Vendor_660,Chennai,4.02,11
661,Vendor_661,Bangalore,4.77,7
662,Vendor_662,Chennai,4.45,11
663,Vendor_663,Bangalore,3.69,7
664,Vendor_664,Nagpur,4.3,11
665,Vendor_665,Delhi,4.39,12
666,Vendor_666,Delhi,3.76,12
667,Vendor_667,Nagpur,4.01,12
668,Vendor_668,Mumbai,4.74,3
669,Vendor_669,Pune,3.57,13
670,Vendor_670,Nagpur,3.9,6
671,Vendor_671,Nagpur,4.12,13
672,Vendor_672,Mumbai,4.25,13
673,Vendor_673,Surat,3.93,7
674,Vendor_674,Ahmedabad,3.87,15
